date,revenue,expenses
2020-11-21,823886,577665
2020-11-22,833884,762826
2020-11-23,534627,449698
2020-11-24,842601,630167
2020-11-25,414914,278425
2020-11-26,847993,713329
2020-11-27,403892,175464
2020-11-28,564167,436570
2020-11-29,490868,434827
2020-11-30,380073,251864
2020-12-01,888717,645691
2020-12-02,404195,161254
2020-12-03,333848,131717
2020-12-04,589910,440046
2020-12-05,368099,142305
2020-12-06,729276,530656
2020-12-07,369122,172972
2020-12-08,873156,686665
2020-12-09,716441,499879
2020-12-10,568787,403629
2020-12-11,786275,546443
2020-12-12,598871,387462
2020-12-13,409079,357611
2020-12-14,316029,241720
2020-12-15,546353,298937
2020-12-16,707442,585187
2020-12-17,494718,362819
2020-12-18,721947,643229
2020-12-19,671602,452689
2020-12-20,368926,141194
2020-12-21,617650,461097
2020-12-22,743031,642750
2020-12-23,342092,178641
2020-12-24,624683,573916
2020-12-25,452889,267922
2020-12-26,837716,729690
2020-12-27,475006,306864
2020-12-28,441330,348362
2020-12-29,357775,136606
2020-12-30,567613,371209
2020-12-31,590998,395305
2021-01-01,376256,249386
2021-01-02,661278,593104
2021-01-03,481360,307003
2021-01-04,646874,497685
2021-01-05,718267,627765
2021-01-06,589530,502856
2021-01-07,542634,455374
2021-01-08,333787,110217
2021-01-09,845909,597228
2021-01-10,753008,522472
2021-01-11,738469,616664
2021-01-12,611955,365964
2021-01-13,330447,94906
2021-01-14,428046,360852
2021-01-15,816494,608611
2021-01-16,488490,366113
2021-01-17,707688,526824
2021-01-18,804409,710686
2021-01-19,827759,701461
2021-01-20,538404,429166
2021-01-21,816595,661162
2021-01-22,465937,308845
2021-01-23,346850,294703
2021-01-24,616364,527919
2021-01-25,543306,308431
2021-01-26,393808,151628
2021-01-27,801597,645427
2021-01-28,528981,345896
2021-01-29,822220,686603
2021-01-30,353072,249570
2021-01-31,777746,610630
2021-02-01,323284,235529
2021-02-02,383369,193564
2021-02-03,887100,827621
2021-02-04,570143,444782
2021-02-05,584580,382204
2021-02-06,823156,606390
2021-02-07,718495,544263
2021-02-08,552164,396578
2021-02-09,588345,457174
2021-02-10,450787,286636
2021-02-11,460381,324085
2021-02-12,749830,559268
2021-02-13,829393,627069
2021-02-14,656992,469058
2021-02-15,368920,248961
2021-02-16,867109,675587
2021-02-17,841357,735335
2021-02-18,805659,693668
2021-02-19,307531,85532
2021-02-20,730267,630414
2021-02-21,367155,285329
2021-02-22,886712,793833
2021-02-23,607747,369410
2021-02-24,774013,651652
2021-02-25,432503,304513
2021-02-26,665446,525659
2021-02-27,319675,228939
2021-02-28,373997,299467
2021-03-01,448087,219957
2021-03-02,786799,630719
2021-03-03,819349,695094
2021-03-04,440905,254947
2021-03-05,570040,393442
2021-03-06,726188,557565
2021-03-07,611877,524490
2021-03-08,866088,663441
2021-03-09,396044,233784
2021-03-10,567491,346776
2021-03-11,789066,597894
2021-03-12,602929,361501
2021-03-13,666008,477080
2021-03-14,317073,97832
2021-03-15,854970,645094
2021-03-16,707505,490643
2021-03-17,415359,334371
2021-03-18,366707,240259
2021-03-19,551351,331773
2021-03-20,770670,607240
2021-03-21,538511,290133
2021-03-22,535718,342341
2021-03-23,889716,698675
2021-03-24,350601,288197
2021-03-25,695755,505694
2021-03-26,795479,549102
2021-03-27,764184,547129
2021-03-28,713860,493326
2021-03-29,711961,642601
2021-03-30,551924,416267
2021-03-31,823394,616035
2021-04-01,549430,302886
2021-04-02,727737,485352
2021-04-03,422788,338628
2021-04-04,851216,794427
2021-04-05,580466,372213
2021-04-06,750930,555473
2021-04-07,650040,517443
2021-04-08,362292,246651
2021-04-09,853343,759096
2021-04-10,605035,468362
2021-04-11,652680,597136
2021-04-12,568448,374101
2021-04-13,831633,718385
2021-04-14,460372,375822
2021-04-15,391006,287313
2021-04-16,429350,250426
2021-04-17,506487,305774
2021-04-18,397852,267831
2021-04-19,792092,726487
2021-04-20,438593,337880
2021-04-21,580618,379156
2021-04-22,477832,352429
2021-04-23,606773,498307
2021-04-24,345232,291251
2021-04-25,648688,458123
2021-04-26,760385,594754
2021-04-27,612813,443575
2021-04-28,509093,363758
2021-04-29,631328,473887
2021-04-30,313140,246156
2021-05-01,688612,513032
2021-05-02,838645,677329
2021-05-03,823375,619543
2021-05-04,411672,229076
2021-05-05,630817,462363
2021-05-06,889921,790519
2021-05-07,706140,564484
2021-05-08,369286,253672
2021-05-09,393269,176306
2021-05-10,558635,417626
2021-05-11,374071,153167
2021-05-12,750542,654706
2021-05-13,521095,326661
2021-05-14,813317,565500
2021-05-15,330651,111658
2021-05-16,370202,170568
2021-05-17,348777,103195
2021-05-18,448066,267017
2021-05-19,490706,364299
2021-05-20,626022,568412
2021-05-21,580852,421471
2021-05-22,888158,822367
2021-05-23,833571,725524
2021-05-24,724149,475171
2021-05-25,830062,629325
2021-05-26,503127,382881
2021-05-27,442055,195119
2021-05-28,825069,597546
2021-05-29,414586,278438
2021-05-30,749916,654026
2021-05-31,589768,401902
2021-06-01,831111,748223
2021-06-02,842777,654956
2021-06-03,471033,374502
2021-06-04,812880,647228
2021-06-05,591262,520654
2021-06-06,400417,269431
2021-06-07,381816,247820
2021-06-08,575709,469692
2021-06-09,474023,366347
2021-06-10,847936,786376
2021-06-11,743945,508472
2021-06-12,341971,241503
2021-06-13,318658,105123
2021-06-14,321253,108518
2021-06-15,757382,507604
2021-06-16,479635,239790
2021-06-17,457462,374339
2021-06-18,650808,506462
2021-06-19,510097,319307
2021-06-20,820498,576789
2021-06-21,526058,476030
2021-06-22,885289,641847
2021-06-23,480231,382632
2021-06-24,422775,224306
2021-06-25,857531,762125
2021-06-26,619972,522315
2021-06-27,561716,444156
2021-06-28,700455,546312
2021-06-29,568854,374279
2021-06-30,714600,609657
2021-07-01,471918,346079
2021-07-02,519055,386381
2021-07-03,600135,524790
2021-07-04,700187,599797
2021-07-05,722355,612798
2021-07-06,508139,262013
2021-07-07,380257,328351
2021-07-08,777958,556719
2021-07-09,306530,248569
2021-07-10,573260,366048
2021-07-11,890082,720793
2021-07-12,510545,270772
2021-07-13,828423,700856
2021-07-14,671616,540952
2021-07-15,778336,647137
2021-07-16,579215,429451
2021-07-17,320074,147717
2021-07-18,892131,761402
2021-07-19,339901,130268
2021-07-20,573349,472781
2021-07-21,695807,536458
2021-07-22,887275,763973
2021-07-23,642829,497861
2021-07-24,672598,462022
2021-07-25,667631,501515
2021-07-26,878688,791542
2021-07-27,456222,365925
2021-07-28,331852,195458
2021-07-29,813012,635839
2021-07-30,677501,501559
2021-07-31,356481,106802
2021-08-01,333691,266752
2021-08-02,694341,462554
2021-08-03,498137,403677
2021-08-04,850458,602810
2021-08-05,832726,583432
2021-08-06,701220,507482
2021-08-07,355426,243307
2021-08-08,539968,323575
2021-08-09,588963,406112
2021-08-10,795384,601126
2021-08-11,821121,623590
2021-08-12,455289,400232
2021-08-13,561501,319766
2021-08-14,819165,619360
2021-08-15,519780,450623
2021-08-16,595138,510108
2021-08-17,397756,197071
2021-08-18,742632,584020
2021-08-19,395665,230585
2021-08-20,462002,328974
2021-08-21,561691,375431
2021-08-22,422232,342552
2021-08-23,745358,504167
2021-08-24,543051,390749
2021-08-25,457547,220757
2021-08-26,712104,625659
2021-08-27,868020,812224
2021-08-28,608449,511231
2021-08-29,833634,613431
2021-08-30,312763,123568
2021-08-31,490237,300943
2021-09-01,729332,655258
2021-09-02,516823,350735
2021-09-03,391353,180456
2021-09-04,521373,434534
2021-09-05,657792,500680
2021-09-06,849844,672330
2021-09-07,842387,724065
2021-09-08,671233,564912
2021-09-09,476168,316068
2021-09-10,722225,515165
2021-09-11,502041,416534
2021-09-12,333866,184622
2021-09-13,405400,229612
2021-09-14,639119,493868
2021-09-15,735071,661265
2021-09-16,643701,463337
2021-09-17,437488,350587
2021-09-18,896804,698689
2021-09-19,486987,296163
2021-09-20,711274,487586
2021-09-21,733934,631807
2021-09-22,594746,544293
2021-09-23,767874,642442
2021-09-24,771328,598456
2021-09-25,489139,351777
2021-09-26,458588,397612
2021-09-27,505735,341559
2021-09-28,562299,413177
2021-09-29,423950,303546
2021-09-30,629638,497706
2021-10-01,404648,257478
2021-10-02,338547,210840
2021-10-03,853083,638323
2021-10-04,486368,342579
2021-10-05,845735,699219
2021-10-06,556190,373101
2021-10-07,506402,448445
2021-10-08,552419,394695
2021-10-09,879365,693501
2021-10-10,412782,175728
2021-10-11,743316,680079
2021-10-12,672013,570427
2021-10-13,610925,541673
2021-10-14,486339,294560
2021-10-15,775595,560317
2021-10-16,717168,663625
2021-10-17,398696,173489
2021-10-18,803650,649003
2021-10-19,350939,265908
2021-10-20,441521,217520
2021-10-21,874578,758831
2021-10-22,635098,396175
2021-10-23,892278,786967
2021-10-24,883098,767231
2021-10-25,776513,637733
2021-10-26,446295,339099
2021-10-27,765453,641748
2021-10-28,564803,456909
2021-10-29,386516,248876
2021-10-30,374567,309976
2021-10-31,426498,279251
2021-11-01,764894,534929
2021-11-02,836397,785670
2021-11-03,584154,381723
2021-11-04,439544,345722
2021-11-05,546183,392784
2021-11-06,623853,461740
2021-11-07,763001,582570
2021-11-08,334518,142517
2021-11-09,353909,175321
2021-11-10,815693,705602
2021-11-11,839570,634979
2021-11-12,778082,579617
2021-11-13,539017,323627
2021-11-14,714994,570802
2021-11-15,752891,523885
2021-11-16,769164,608359
2021-11-17,328365,118453
2021-11-18,765982,597893
2021-11-19,741416,602049
2021-11-20,573146,509881
2021-11-21,576091,389595
2021-11-22,510294,308597
2021-11-23,416219,286597
2021-11-24,640754,430495
2021-11-25,880595,794666
2021-11-26,435565,323673
2021-11-27,612229,410618
2021-11-28,858516,751886
2021-11-29,724871,534584
2021-11-30,867760,647303
2021-12-01,437888,256863
2021-12-02,377175,239595
2021-12-03,888595,761133
2021-12-04,608877,445481
2021-12-05,395028,247991
2021-12-06,809666,664356
2021-12-07,442312,236232
2021-12-08,791450,692522
2021-12-09,392493,252617
2021-12-10,425149,350173
2021-12-11,502435,327451
2021-12-12,463834,255136
2021-12-13,570403,422147
2021-12-14,481211,330674
2021-12-15,576993,336132
2021-12-16,643912,458140
2021-12-17,668252,508921
2021-12-18,617013,372296
2021-12-19,363095,305569
2021-12-20,417886,264023
2021-12-21,779926,559354
2021-12-22,585711,336590
2021-12-23,335292,211926
2021-12-24,374813,134624
2021-12-25,875919,769823
2021-12-26,309885,120903
2021-12-27,485378,364193
2021-12-28,627231,526983
2021-12-29,722381,539358
2021-12-30,760244,513960
2021-12-31,874100,744212
2022-01-01,772367,627834
2022-01-02,620787,528833
2022-01-03,344900,205181
2022-01-04,736162,546286
2022-01-05,701067,650472
2022-01-06,372692,293100
2022-01-07,760796,670153
2022-01-08,700584,587919
2022-01-09,346403,144508
2022-01-10,612023,556051
2022-01-11,359871,293989
2022-01-12,782604,535138
2022-01-13,791862,587021
2022-01-14,332174,257154
2022-01-15,523563,299743
2022-01-16,437653,285032
2022-01-17,410155,274781
2022-01-18,633997,539085
2022-01-19,611822,548943
2022-01-20,801608,717810
2022-01-21,427795,270004
2022-01-22,388668,161523
2022-01-23,773620,647829
2022-01-24,853091,736108
2022-01-25,736571,512494
2022-01-26,530147,346225
2022-01-27,855083,645611
2022-01-28,807820,745867
2022-01-29,570914,414504
2022-01-30,835381,660226
2022-01-31,693409,488802
2022-02-01,662455,531426
2022-02-02,579713,525658
2022-02-03,604214,516044
2022-02-04,864485,714509
2022-02-05,826549,748298
2022-02-06,457584,271980
2022-02-07,648939,462943
2022-02-08,591077,493040
2022-02-09,864871,722756
2022-02-10,674226,546300
2022-02-11,717216,596816
2022-02-12,411032,261507
2022-02-13,506940,355776
2022-02-14,604748,412974
2022-02-15,761552,604820
2022-02-16,526727,461342
2022-02-17,373869,314533
2022-02-18,502416,386995
2022-02-19,878533,666236
2022-02-20,867344,781323
2022-02-21,710925,526071
2022-02-22,620701,453332
2022-02-23,579687,480576
2022-02-24,730634,591232
2022-02-25,796507,626733
2022-02-26,709940,617221
2022-02-27,565972,335863
2022-02-28,416656,240961
2022-03-01,317087,132502
2022-03-02,593481,399074
2022-03-03,436554,211342
2022-03-04,785757,631631
2022-03-05,482024,354366
2022-03-06,436535,220623
2022-03-07,894736,813729
2022-03-08,828936,590917
2022-03-09,692720,535887
2022-03-10,595767,427130
2022-03-11,752372,581651
2022-03-12,335634,192414
2022-03-13,676742,600349
2022-03-14,611478,503998
2022-03-15,846342,679099
2022-03-16,894316,756026
2022-03-17,846495,692232
2022-03-18,773866,583687
2022-03-19,614925,558932
2022-03-20,492512,348862
2022-03-21,832498,664903
2022-03-22,868651,766585
2022-03-23,491420,329570
2022-03-24,800844,707902
2022-03-25,503196,437058
2022-03-26,499919,331361
2022-03-27,715648,490049
2022-03-28,557324,498134
2022-03-29,730599,588340
2022-03-30,675960,547538
2022-03-31,772406,535636
2022-04-01,483965,351650
2022-04-02,466892,387806
2022-04-03,434832,236438
2022-04-04,453262,277658
2022-04-05,367411,216597
2022-04-06,585521,416197
2022-04-07,739953,561032
2022-04-08,338211,284776
2022-04-09,513981,362476
2022-04-10,565888,462557
2022-04-11,587139,377125
2022-04-12,858830,618123
2022-04-13,310651,100520
2022-04-14,399239,160610
2022-04-15,737625,574168
2022-04-16,455378,352989
2022-04-17,450158,347144
2022-04-18,707592,493694
2022-04-19,623494,543197
2022-04-20,633569,539679
2022-04-21,796574,725252
2022-04-22,729852,644113
2022-04-23,744865,554074
2022-04-24,727826,598273
2022-04-25,555948,497634
2022-04-26,821481,677650
2022-04-27,771249,646085
2022-04-28,364200,206542
2022-04-29,405848,278820
2022-04-30,406022,319909
2022-05-01,712755,545581
2022-05-02,362068,165639
2022-05-03,770529,700164
2022-05-04,461445,372416
2022-05-05,437103,385366
2022-05-06,524605,343563
2022-05-07,503047,367573
2022-05-08,549768,421550
2022-05-09,394475,185904
2022-05-10,810370,631678
2022-05-11,826570,599341
2022-05-12,520972,283653
2022-05-13,462777,284366
2022-05-14,508944,286838
2022-05-15,536440,486146
2022-05-16,612727,538131
2022-05-17,307461,159276
2022-05-18,772501,711067
2022-05-19,448586,340204
2022-05-20,683395,595297
2022-05-21,794178,739523
2022-05-22,531496,398467
2022-05-23,860315,764087
2022-05-24,473921,420150
2022-05-25,864046,739947
2022-05-26,616456,445645
2022-05-27,630814,392943
2022-05-28,382279,270022
2022-05-29,315434,247876
2022-05-30,740991,632555
2022-05-31,637913,480134
2022-06-01,628821,453930
2022-06-02,383555,301179
2022-06-03,476806,348882
2022-06-04,781719,702387
2022-06-05,733819,552818
2022-06-06,769924,673187
2022-06-07,368803,187891
2022-06-08,732548,593517
2022-06-09,777742,544718
2022-06-10,545404,474413
2022-06-11,602523,525051
2022-06-12,317297,207351
2022-06-13,809346,601425
2022-06-14,420234,368693
2022-06-15,868302,689065
2022-06-16,478570,425805
2022-06-17,809733,716659
2022-06-18,584996,432201
2022-06-19,641383,431028
2022-06-20,694145,542758
2022-06-21,811603,629762
2022-06-22,807365,608487
2022-06-23,448510,395538
2022-06-24,479587,280259
2022-06-25,830032,676129
2022-06-26,735633,535908
2022-06-27,660890,507311
2022-06-28,501260,411921
2022-06-29,831885,625056
2022-06-30,730442,577066
2022-07-01,503199,410800
2022-07-02,676794,582781
2022-07-03,784585,588807
2022-07-04,772890,553587
2022-07-05,683100,605191
2022-07-06,415598,176954
2022-07-07,550100,305261
2022-07-08,433241,225700
2022-07-09,453124,270739
2022-07-10,765065,576146
2022-07-11,504923,273629
2022-07-12,308036,117034
2022-07-13,856066,802781
2022-07-14,454245,280608
2022-07-15,502747,416884
2022-07-16,843088,645312
2022-07-17,587516,387739
2022-07-18,623660,442033
2022-07-19,633299,561976
2022-07-20,359500,238532
2022-07-21,467647,219653
2022-07-22,536527,432612
2022-07-23,735477,575934
2022-07-24,852004,660313
2022-07-25,696452,537952
2022-07-26,709064,468718
2022-07-27,302352,100055
2022-07-28,433004,271738
2022-07-29,832844,756105
2022-07-30,648980,420200
2022-07-31,350098,172057
2022-08-01,674313,571294
2022-08-02,547199,489826
2022-08-03,426060,209707
2022-08-04,487954,417767
2022-08-05,430544,312681
2022-08-06,824628,676701
2022-08-07,767243,633158
2022-08-08,824426,656430
2022-08-09,693574,604354
2022-08-10,768466,587963
2022-08-11,456951,399309
2022-08-12,862060,732089
2022-08-13,358478,252922
2022-08-14,757569,542737
2022-08-15,851050,762858
2022-08-16,444355,258902
2022-08-17,793671,593041
2022-08-18,899253,818471
2022-08-19,477912,423130
2022-08-20,475767,239983
2022-08-21,536281,335747
2022-08-22,384754,274724
2022-08-23,751558,501967
2022-08-24,807732,701321
2022-08-25,450023,213745
2022-08-26,380388,232919
2022-08-27,539779,442829
2022-08-28,506846,323251
2022-08-29,432212,190214
2022-08-30,712811,522062
2022-08-31,459380,263219
2022-09-01,344789,159136
2022-09-02,326086,133107
2022-09-03,579003,392322
2022-09-04,831972,599747
2022-09-05,391088,290549
2022-09-06,694423,469208
2022-09-07,870387,797451
2022-09-08,890381,790199
2022-09-09,460761,299502
2022-09-10,838181,693139
2022-09-11,791024,727861
2022-09-12,890706,649876
2022-09-13,425074,197945
2022-09-14,430351,236742
2022-09-15,338635,266216
2022-09-16,395071,171421
2022-09-17,765918,594707
2022-09-18,668377,495615
2022-09-19,897093,846259
2022-09-20,721280,639066
2022-09-21,641207,588794
2022-09-22,564598,505093
2022-09-23,583022,430220
2022-09-24,482170,298993
2022-09-25,493226,244050
2022-09-26,444063,265760
2022-09-27,892632,727735
2022-09-28,860881,752473
2022-09-29,860592,641841
2022-09-30,723602,556694
2022-10-01,413613,283882
2022-10-02,787505,672374
2022-10-03,714299,600019
2022-10-04,842642,776880
2022-10-05,584334,416536
2022-10-06,830430,663576
2022-10-07,721614,612911
2022-10-08,483043,369964
2022-10-09,450575,378998
2022-10-10,425438,374224
2022-10-11,872744,736405
2022-10-12,564528,466414
2022-10-13,493392,380162
2022-10-14,708288,494236
2022-10-15,402239,285045
2022-10-16,864798,702465
2022-10-17,630170,542378
2022-10-18,421668,325861
2022-10-19,718734,543468
2022-10-20,848333,644960
2022-10-21,481948,295735
2022-10-22,785662,631370
2022-10-23,614063,441079
2022-10-24,458175,394398
2022-10-25,549877,461531
2022-10-26,436917,332214
2022-10-27,517770,372793
2022-10-28,843625,745806
2022-10-29,640093,430552
2022-10-30,613295,428378
2022-10-31,349847,189661
2022-11-01,358653,285363
2022-11-02,618766,456215
2022-11-03,589954,378183
2022-11-04,377842,152518
2022-11-05,572647,423965
2022-11-06,384761,200396
2022-11-07,730192,562175
2022-11-08,816637,647141
2022-11-09,628768,521679
2022-11-10,702980,505300
2022-11-11,420356,241643
2022-11-12,517228,269883
2022-11-13,342727,276108
2022-11-14,640615,512609
2022-11-15,832356,767577
2022-11-16,700511,468399
2022-11-17,734376,496979
2022-11-18,311390,239760
2022-11-19,656898,501323
2022-11-20,638113,472677
2022-11-21,639208,445958
2022-11-22,321281,120274
2022-11-23,354189,125859
2022-11-24,562093,489309
2022-11-25,610655,365861
2022-11-26,832893,628794
2022-11-27,662462,423537
2022-11-28,694597,532430
2022-11-29,549415,432056
2022-11-30,341869,213261
2022-12-01,857243,792132
2022-12-02,885676,672292
2022-12-03,310207,236046
2022-12-04,518401,349481
2022-12-05,459292,304469
2022-12-06,777266,602252
2022-12-07,796762,616296
2022-12-08,505157,387844
2022-12-09,322031,90585
2022-12-10,763937,558851
2022-12-11,895600,765292
2022-12-12,884054,787665
2022-12-13,443521,244288
2022-12-14,651977,494177
2022-12-15,487771,299209
2022-12-16,537199,367652
2022-12-17,477164,402662
2022-12-18,756887,671130
2022-12-19,834638,743527
2022-12-20,813313,665040
2022-12-21,368487,259842
2022-12-22,448694,288476
2022-12-23,423853,314798
2022-12-24,615261,445446
2022-12-25,535062,344992
2022-12-26,751610,541632
2022-12-27,533077,382051
2022-12-28,323782,203590
2022-12-29,809492,577943
2022-12-30,708808,490835
2022-12-31,453245,351224
2023-01-01,422258,343166
2023-01-02,754418,572104
2023-01-03,782616,625773
2023-01-04,686328,503425
2023-01-05,806581,705860
2023-01-06,723966,645455
2023-01-07,578710,455928
2023-01-08,862621,715618
2023-01-09,684073,484699
2023-01-10,420263,314695
2023-01-11,849523,665219
2023-01-12,300159,148097
2023-01-13,462993,308692
2023-01-14,667003,565496
2023-01-15,447309,273032
2023-01-16,407507,227508
2023-01-17,314743,164615
2023-01-18,346101,285418
2023-01-19,542717,469053
2023-01-20,646371,494007
2023-01-21,530604,316360
2023-01-22,487450,373110
2023-01-23,636907,499671
2023-01-24,787030,726013
2023-01-25,705453,618840
2023-01-26,468785,388437
2023-01-27,504535,307015
2023-01-28,479838,420347
2023-01-29,870442,699372
2023-01-30,569160,460401
2023-01-31,772779,547154
2023-02-01,741904,559864
2023-02-02,878526,828158
2023-02-03,620752,535742
2023-02-04,547644,312418
2023-02-05,499775,413924
2023-02-06,362551,189790
2023-02-07,466277,259709
2023-02-08,380811,203659
2023-02-09,764028,552020
2023-02-10,668266,539408
2023-02-11,534104,417099
2023-02-12,843296,755803
2023-02-13,502346,284884
2023-02-14,856690,796398
2023-02-15,484456,342079
2023-02-16,699009,489572
2023-02-17,796043,597764
2023-02-18,436643,284908
2023-02-19,790083,717171
2023-02-20,413550,282779
2023-02-21,784146,546502
2023-02-22,391218,233925
2023-02-23,433296,284213
2023-02-24,799909,636254
2023-02-25,818767,618419
2023-02-26,479767,332308
2023-02-27,691858,505252
2023-02-28,540016,323274
2023-03-01,332441,89222
2023-03-02,538038,376343
2023-03-03,344760,127202
2023-03-04,585622,338993
2023-03-05,647860,563592
2023-03-06,398538,241200
2023-03-07,839660,763324
2023-03-08,811511,757870
2023-03-09,521035,383903
2023-03-10,682736,599777
2023-03-11,655779,461401
2023-03-12,878328,651074
2023-03-13,578355,454232
2023-03-14,667570,430172
2023-03-15,567986,496488
2023-03-16,756331,636133
2023-03-17,687881,610684
2023-03-18,608112,406321
2023-03-19,453077,294302
2023-03-20,354575,279543
2023-03-21,773958,664334
2023-03-22,718815,590638
2023-03-23,780808,688844
2023-03-24,891202,680102
2023-03-25,891343,730313
2023-03-26,535469,430823
2023-03-27,423106,291919
2023-03-28,767835,578227
2023-03-29,600486,433087
2023-03-30,302257,195510
2023-03-31,589508,493796
2023-04-01,411715,224370
2023-04-02,326654,204834
2023-04-03,643567,468225
2023-04-04,591464,450236
2023-04-05,845096,720743
2023-04-06,876677,734586
2023-04-07,788906,652992
2023-04-08,418581,186679
2023-04-09,427927,271209
2023-04-10,334773,136574
2023-04-11,720963,659424
2023-04-12,638540,410707
2023-04-13,801590,705371
2023-04-14,669836,474072
2023-04-15,514764,451430
2023-04-16,881793,672106
2023-04-17,842423,784520
2023-04-18,422118,212519
2023-04-19,609521,412820
2023-04-20,454626,346618
2023-04-21,545739,396421
2023-04-22,778356,570576
2023-04-23,579067,387135
2023-04-24,609735,411225
2023-04-25,886549,769249
2023-04-26,616480,437217
2023-04-27,636227,565385
2023-04-28,885236,643951
2023-04-29,540891,448519
2023-04-30,464074,299758
2023-05-01,773314,624343
2023-05-02,809452,559474
2023-05-03,588816,500072
2023-05-04,441365,275283
2023-05-05,749076,641634
2023-05-06,362507,183437
2023-05-07,357134,221144
2023-05-08,433172,261502
2023-05-09,541225,384308
2023-05-10,493069,439419
2023-05-11,860897,765780
2023-05-12,474037,332793
2023-05-13,732995,499151
2023-05-14,796013,742823
2023-05-15,594025,495912
2023-05-16,800098,610237
2023-05-17,557803,475678
2023-05-18,616275,436275
2023-05-19,312828,114297
2023-05-20,816835,600345
2023-05-21,523461,361557
2023-05-22,738080,509923
2023-05-23,713523,644755
2023-05-24,664662,433629
2023-05-25,581755,450656
2023-05-26,638384,429427
2023-05-27,539719,402298
2023-05-28,566010,323856
2023-05-29,737940,681045
2023-05-30,895642,664259
2023-05-31,351374,103235
2023-06-01,414397,293380
2023-06-02,548552,474620
2023-06-03,686721,615361
2023-06-04,723332,618485
2023-06-05,592575,452210
2023-06-06,711124,575656
2023-06-07,329336,240405
2023-06-08,355350,249527
2023-06-09,893849,805817
2023-06-10,810470,741663
2023-06-11,361240,168401
2023-06-12,699371,510228
2023-06-13,870895,767482
2023-06-14,481196,273975
2023-06-15,615014,549474
2023-06-16,749763,629515
2023-06-17,888398,727904
2023-06-18,484626,349191
2023-06-19,679039,609252
2023-06-20,828714,757732
2023-06-21,741048,668442
2023-06-22,852439,661217
2023-06-23,573452,411229
2023-06-24,540853,443917
2023-06-25,476743,333457
2023-06-26,390306,200641
2023-06-27,826492,628062
2023-06-28,392769,305388
2023-06-29,387265,215800
2023-06-30,352428,274354
2023-07-01,858158,656491
2023-07-02,349067,254873
2023-07-03,412217,181768
2023-07-04,718184,641331
2023-07-05,442980,319261
2023-07-06,802367,600634
2023-07-07,636851,405286
2023-07-08,509329,340605
2023-07-09,557354,339787
2023-07-10,823406,759703
2023-07-11,361215,127063
2023-07-12,611573,399686
2023-07-13,469530,258893
2023-07-14,477241,232848
2023-07-15,438731,271240
2023-07-16,753830,645377
2023-07-17,639384,500906
2023-07-18,726009,642848
2023-07-19,413688,176625
2023-07-20,608617,444321
2023-07-21,790834,600046
2023-07-22,680596,597247
2023-07-23,569150,472052
2023-07-24,549243,390808
2023-07-25,898506,717302
2023-07-26,496416,394426
2023-07-27,856718,737797
2023-07-28,323091,105481
2023-07-29,848277,697705
2023-07-30,375451,318238
2023-07-31,318990,144297
2023-08-01,652414,427119
2023-08-02,550541,408886
2023-08-03,670416,552045
2023-08-04,424932,306658
2023-08-05,568083,410230
2023-08-06,413000,358866
2023-08-07,859351,717923
2023-08-08,793216,703615
2023-08-09,809850,685961
2023-08-10,737985,672295
2023-08-11,384703,332794
2023-08-12,795164,653925
2023-08-13,714841,584809
2023-08-14,589220,527158
2023-08-15,553317,427931
2023-08-16,495877,280074
2023-08-17,646709,460484
2023-08-18,781725,590172
2023-08-19,867597,718327
2023-08-20,737470,621045
2023-08-21,658402,413730
2023-08-22,867815,732834
2023-08-23,439883,285413
2023-08-24,455344,246067
2023-08-25,765226,626339
2023-08-26,871441,739899
2023-08-27,408042,182821
2023-08-28,354110,254998
2023-08-29,445051,253039
2023-08-30,328328,219318
2023-08-31,575011,500526
2023-09-01,359234,219935
2023-09-02,527135,371551
2023-09-03,897690,715551
2023-09-04,638365,567758
2023-09-05,829739,718142
2023-09-06,387178,262624
2023-09-07,536562,306969
2023-09-08,601014,535827
2023-09-09,658710,604725
2023-09-10,685893,461769
2023-09-11,423765,223130
2023-09-12,687025,458631
2023-09-13,428389,186072
2023-09-14,497227,395713
2023-09-15,792402,723794
2023-09-16,560220,311886
2023-09-17,721217,599890
2023-09-18,596208,357911
2023-09-19,368431,301210
2023-09-20,355745,257239
2023-09-21,350081,279113
2023-09-22,516204,338527
2023-09-23,701415,492406
2023-09-24,598335,354828
2023-09-25,411086,180506
2023-09-26,756285,533382
2023-09-27,714758,490753
2023-09-28,724528,496149
2023-09-29,738458,509046
2023-09-30,799797,646846
2023-10-01,458763,300457
2023-10-02,322601,229000
2023-10-03,711236,589058
2023-10-04,439227,229401
2023-10-05,581854,357472
2023-10-06,670858,550965
2023-10-07,887515,750716
2023-10-08,451094,352727
2023-10-09,736679,673478
2023-10-10,802648,618837
2023-10-11,779083,715852
2023-10-12,645740,422173
2023-10-13,705513,503273
2023-10-14,368323,154627
2023-10-15,585960,394253
2023-10-16,864983,805019
2023-10-17,712918,504061
2023-10-18,718458,656122
2023-10-19,355841,228366
2023-10-20,690642,482158
2023-10-21,498784,366572
2023-10-22,407096,281717
2023-10-23,392764,297173
2023-10-24,746790,635040
2023-10-25,833459,692811
2023-10-26,792148,646014
2023-10-27,668226,451700
2023-10-28,303696,155159
2023-10-29,426310,313638
2023-10-30,345740,268512
2023-10-31,406611,342182
2023-11-01,698172,563878
